threshold,TP,TN,FP,FN,sensitivity,specificity,Youden,accuracy
0.11811811811811812,81,6,15,1,0.9878048780487805,0.2857142857142857,0.27351916376306606,0.8446601941747572
0.11911911911911911,81,6,15,1,0.9878048780487805,0.2857142857142857,0.27351916376306606,0.8446601941747572
0.12012012012012012,81,6,15,1,0.9878048780487805,0.2857142857142857,0.27351916376306606,0.8446601941747572
0.12112112112112113,81,6,15,1,0.9878048780487805,0.2857142857142857,0.27351916376306606,0.8446601941747572
0.12212212212212212,81,6,15,1,0.9878048780487805,0.2857142857142857,0.27351916376306606,0.8446601941747572
0.12312312312312312,81,6,15,1,0.9878048780487805,0.2857142857142857,0.27351916376306606,0.8446601941747572
0.12412412412412413,81,6,15,1,0.9878048780487805,0.2857142857142857,0.27351916376306606,0.8446601941747572
0.12512512512512514,81,6,15,1,0.9878048780487805,0.2857142857142857,0.27351916376306606,0.8446601941747572
0.12612612612612611,81,7,14,1,0.9878048780487805,0.3333333333333333,0.32113821138211374,0.8543689320388349
0.12712712712712712,81,7,14,1,0.9878048780487805,0.3333333333333333,0.32113821138211374,0.8543689320388349
0.12812812812812813,81,7,14,1,0.9878048780487805,0.3333333333333333,0.32113821138211374,0.8543689320388349
0.12912912912912913,81,7,14,1,0.9878048780487805,0.3333333333333333,0.32113821138211374,0.8543689320388349
0.13013013013013014,81,7,14,1,0.9878048780487805,0.3333333333333333,0.32113821138211374,0.8543689320388349
0.13113113113113112,80,7,14,2,0.975609756097561,0.3333333333333333,0.3089430894308942,0.8446601941747572
0.13213213213213212,80,7,14,2,0.975609756097561,0.3333333333333333,0.3089430894308942,0.8446601941747572
0.13313313313313313,80,7,14,2,0.975609756097561,0.3333333333333333,0.3089430894308942,0.8446601941747572
0.13413413413413414,80,7,14,2,0.975609756097561,0.3333333333333333,0.3089430894308942,0.8446601941747572
0.13513513513513514,80,7,14,2,0.975609756097561,0.3333333333333333,0.3089430894308942,0.8446601941747572
0.13613613613613612,80,7,14,2,0.975609756097561,0.3333333333333333,0.3089430894308942,0.8446601941747572
0.13713713713713713,80,7,14,2,0.975609756097561,0.3333333333333333,0.3089430894308942,0.8446601941747572
0.13813813813813813,80,8,13,2,0.975609756097561,0.38095238095238093,0.3565621370499419,0.8543689320388349
0.13913913913913914,80,8,13,2,0.975609756097561,0.38095238095238093,0.3565621370499419,0.8543689320388349
